value	parameter	model
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
15	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
17	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
15	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
17	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
1	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
15	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
1	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
19	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
15	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
18	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
1	nMigration_Oceania_Europe	mascot
0	nMigration_Oceania_Europe	mascot
1	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
3	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
17	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
17	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
14	nMigration_Oceania_Europe	mascot
24	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
1	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
2	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
16	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
12	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
15	nMigration_Oceania_Europe	mascot
13	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
4	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
10	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
11	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
7	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
8	nMigration_Oceania_Europe	mascot
9	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
5	nMigration_Oceania_Europe	mascot
6	nMigration_Oceania_Europe	mascot
